134,1,20,7,2,1,22,14,3,1,3,17
135,1,1,21,2,4,22,19,3,2,6,22
136,1,7,28,2,1,2,19,3,2,6,23
143,1,20,24,2,18,5,13,3,2,3,12
144,1,20,20,4,5,6,11,3,4,3,14
145,1,1,6,2,4,5,6,3,2,4,18
146,1,9,29,1,3,4,5,3,3,3,11
147,1,8,22,4,5,6,11,3,3,4,15
149,1,0,6,2,1,8,18,3,2,3,13
150,1,2,4,1,1,14,8,3,1,5,20
151,1,20,20,2,1,3,4,4,3,2,13
152,1,12,13,1,1,3,22,3,1,4,15
153,1,20,21,7,1,2,7,3,2,5,22
154,1,1,11,2,1,2,4,3,2,6,20
155,1,5,7,2,1,5,7,5,1,1,9
156,1,0,7,2,1,22,5,3,3,4,17
157,1,6,11,2,4,10,7,3,2,4,13
158,1,20,17,6,11,5,6,3,2,3,16
159,1,5,6,2,2,7,17,3,2,4,7
160,1,20,29,1,2,5,7,3,1,3,20
161,1,20,13,2,1,4,16,3,1,4,16
162,1,20,7,2,4,7,22,3,4,4,12
163,1,20,21,3,2,4,7,3,5,4,7
164,1,20,29,1,1,2,7,5,2,1,24
165,1,20,2,1,1,5,12,3,2,4,17
166,1,20,13,9,16,12,22,3,2,4,18
167,1,5,2,6,2,4,5,3,2,4,17
168,1,20,15,1,1,3,2,3,2,4,16
169,1,14,6,4,1,17,8,3,1,3,12
170,1,3,20,2,4,15,5,3,2,7,23
173,1,20,17,2,8,4,16,3,2,4,15
174,1,3,7,2,1,10,22,3,1,4,12
175,1,20,21,2,1,2,6,3,2,4,9
177,1,10,22,2,1,2,7,3,2,4,18
178,1,20,29,2,13,4,6,3,4,4,15
180,1,20,13,1,1,10,12,3,2,3,15
181,1,20,13,1,1,10,12,3,2,3,17
182,1,1,15,1,2,22,6,3,2,4,20
183,1,20,29,2,9,19,15,3,4,5,17
184,1,20,20,3,1,12,3,3,2,3,7
185,1,20,22,2,1,22,5,3,2,4,23
186,1,20,22,2,1,22,15,3,2,3,22
187,1,20,17,2,1,22,15,5,2,1,22
188,1,12,29,1,4,22,8,4,6,2,6
189,1,20,4,2,4,10,22,3,2,4,14
190,1,6,11,2,4,5,10,4,2,2,15
191,1,20,11,2,11,4,6,4,2,1,16
192,1,6,11,8,2,4,6,4,2,1,15
193,1,5,6,6,4,5,10,3,3,4,11
194,1,0,14,8,2,12,14,4,3,2,18
195,1,0,14,1,3,4,5,3,2,3,15
196,1,0,14,1,4,5,22,3,2,3,12
197,1,20,7,2,3,4,6,2,3,4,8
198,1,3,13,1,1,8,22,3,3,4,16
199,1,20,29,1,2,18,5,5,5,1,24
201,1,20,4,2,4,5,10,4,3,2,15
202,1,0,2,1,1,2,5,3,2,4,21
203,1,20,29,4,2,22,7,4,6,2,11
205,1,20,16,1,1,2,4,3,1,4,23
206,1,5,22,7,1,2,5,3,2,5,14
207,1,5,7,7,1,2,7,3,1,3,17
208,1,2,9,6,1,2,16,4,2,2,19
209,1,2,6,6,1,2,4,3,2,4,18
210,1,18,17,2,11,4,22,3,3,7,20
212,1,20,29,1,1,2,4,5,2,1,12
213,1,20,29,8,4,6,22,4,6,2,6
214,1,20,29,8,4,6,22,4,6,2,6
217,1,20,29,8,4,5,22,4,6,2,7
218,1,6,11,1,1,4,12,3,2,4,18
219,1,1,11,1,1,4,5,5,1,1,11
221,1,20,29,1,1,4,22,4,6,2,9
222,1,20,21,1,1,2,4,3,3,3,9
223,1,7,20,2,2,4,7,3,2,7,22
225,1,7,20,2,1,2,4,3,2,6,9
226,1,4,29,2,1,17,22,3,3,3,20
227,1,6,4,1,1,3,4,3,2,2,22
228,1,2,9,1,8,17,22,3,1,4,19
229,1,20,29,2,4,22,22,3,1,3,12
230,1,4,20,2,1,4,22,3,1,5,13
231,1,6,29,2,1,4,5,2,5,4,6
232,1,10,7,2,2,4,5,3,5,6,22
234,1,1,29,2,2,15,19,3,4,4,10
236,1,11,21,2,2,4,5,3,2,4,9
237,1,2,2,1,3,2,5,3,2,5,22
238,1,7,21,2,1,2,22,3,2,5,16
239,1,20,13,7,5,8,3,3,1,4,22
240,1,13,29,2,11,4,22,3,2,3,19
241,1,8,22,2,4,10,7,3,3,3,8
242,1,4,7,2,11,4,5,3,1,3,17
243,1,2,9,2,4,22,6,3,2,3,14
245,1,2,9,2,4,5,9,3,1,5,23
246,1,14,17,2,2,4,7,3,2,5,16
247,1,20,29,4,7,13,18,3,2,4,13
248,1,20,7,2,4,10,22,3,2,3,10
249,1,20,15,2,1,2,4,3,2,7,21
250,1,20,20,2,2,4,18,3,2,7,18
251,1,10,17,6,2,4,22,3,2,6,20
252,1,20,29,1,14,8,22,3,2,4,13
253,1,0,10,2,11,4,9,3,2,4,21
257,1,13,6,2,10,22,22,3,3,3,8
258,1,20,7,2,17,5,22,4,1,2,6
259,1,17,29,8,4,22,6,4,2,2,9
260,1,17,29,2,4,5,22,3,2,3,10
261,1,17,29,2,4,22,6,3,2,3,11
262,1,17,29,2,4,22,6,4,2,2,11
263,1,4,7,2,4,15,5,3,2,6,24
266,1,20,6,3,5,12,14,3,2,3,11
267,1,20,7,3,1,5,3,3,1,4,21
268,1,17,29,2,2,4,10,4,3,2,22
269,1,1,9,2,1,2,4,3,2,7,21
270,1,7,13,2,1,17,18,3,1,3,18
271,1,20,13,1,3,2,12,3,2,4,10
272,1,20,22,1,1,8,5,3,2,4,16
273,1,20,6,2,11,5,13,3,2,3,10
274,1,20,13,1,1,3,22,3,3,4,15
275,1,20,29,1,10,4,22,2,3,3,5
276,1,14,29,2,4,10,14,3,3,3,15
277,1,20,29,2,4,5,10,3,3,4,14
278,1,1,29,3,1,3,4,3,2,5,11
279,1,16,27,7,7,16,17,3,1,3,14
280,1,1,29,2,2,4,7,3,4,5,12
281,1,8,29,4,4,12,6,4,2,2,4
282,1,2,9,2,1,8,5,3,2,5,15
284,1,3,29,2,1,5,14,3,2,3,13
286,1,16,27,8,2,12,3,3,2,4,13
287,1,20,22,2,1,15,22,3,2,4,16
288,1,20,7,2,1,3,2,3,5,5,10
290,1,0,15,6,1,14,3,3,2,3,20
292,1,20,29,2,5,19,15,3,2,4,11
293,1,20,7,1,4,7,3,1,4,4,10
294,1,20,29,1,2,4,5,3,3,3,5
295,1,20,29,1,2,5,12,3,2,3,6
296,1,0,7,2,1,3,2,3,5,5,10
297,1,20,29,2,1,10,2,3,2,3,10
298,1,0,22,2,2,4,7,3,2,3,9
299,1,0,14,1,22,8,3,4,2,2,9
300,1,0,20,2,1,22,7,4,1,2,11
301,1,20,29,2,1,2,8,3,2,3,6
303,1,0,18,5,4,13,18,2,4,5,12
304,1,0,14,1,4,13,6,5,2,1,18
305,1,20,21,2,1,4,19,3,3,2,3
306,1,20,7,1,4,22,10,3,3,3,15
308,1,0,14,1,7,5,8,3,2,4,12
309,1,8,29,1,4,13,22,3,2,3,6
311,1,16,7,2,15,5,6,3,2,4,12
312,1,16,29,8,1,5,15,3,2,3,7
314,1,0,14,2,5,20,15,3,2,3,10
315,1,20,29,8,1,5,7,5,5,1,9
316,1,20,29,8,4,22,22,3,6,2,6
318,1,9,24,1,4,10,22,3,2,3,10
319,1,17,29,8,10,7,4,4,3,2,5
320,1,20,29,1,1,22,22,3,6,2,9
321,1,20,29,1,1,10,4,3,3,3,5
322,1,2,7,2,11,4,5,3,1,3,21
323,1,20,7,1,8,22,22,3,3,3,19
324,1,20,15,1,3,4,22,3,2,5,20
325,1,1,22,2,11,5,6,3,2,4,13
326,1,20,7,2,17,22,8,3,1,2,16
328,1,20,18,1,22,11,5,3,4,3,5
329,1,0,15,2,5,6,3,3,2,4,23
330,1,0,21,2,4,5,6,3,3,3,16
331,1,20,28,2,2,4,13,3,4,5,19
332,1,1,28,2,2,4,13,3,4,5,16
334,1,20,20,2,4,5,6,3,2,6,18
335,1,1,17,2,4,13,8,3,2,4,16
337,1,6,29,2,4,6,18,2,2,4,6
338,1,20,29,2,14,16,5,3,2,5,23
339,1,1,22,1,22,5,8,3,1,3,22
340,1,1,29,2,1,16,22,3,1,4,18
341,1,1,6,2,5,8,19,3,2,4,15
342,1,9,6,6,5,14,3,3,2,3,12
344,1,10,29,2,3,18,5,3,2,4,16
345,1,15,21,2,11,16,5,3,4,3,20
347,1,2,9,3,1,3,2,3,2,4,9
348,1,20,11,1,4,7,13,2,4,3,7
351,1,20,20,1,4,13,20,3,4,5,15
352,1,20,20,8,13,7,4,3,4,5,15
353,1,20,20,8,4,13,20,3,4,5,18
354,1,20,29,8,4,10,13,2,3,3,4
355,1,9,6,6,1,5,7,3,2,4,19
356,1,9,17,4,1,18,13,3,1,4,17
357,1,9,29,6,4,10,13,3,1,2,9
358,1,20,20,6,3,5,6,4,3,2,13
359,1,2,9,2,1,15,9,4,2,2,7
360,1,20,29,3,2,18,5,3,2,3,6
366,1,0,14,1,1,10,2,4,3,3,5
367,1,20,29,2,4,7,13,3,4,2,14
369,1,4,7,6,22,18,22,3,3,3,14
370,1,12,29,1,1,2,4,3,2,3,9
371,1,0,7,2,4,5,7,5,5,1,19
372,1,0,7,2,4,5,7,5,5,1,23
373,1,6,29,2,3,2,4,4,2,2,10
374,1,20,29,8,1,4,10,3,1,3,7
375,1,20,29,1,1,2,4,3,2,3,8
376,1,4,29,2,17,22,18,3,3,1,15
377,1,0,14,8,1,2,22,3,2,2,10
378,1,0,14,1,1,2,22,5,2,1,10
379,1,20,6,2,4,22,3,3,1,4,17
380,1,0,21,2,2,7,6,4,2,2,14
382,1,20,29,2,4,10,6,4,3,2,7
384,1,7,13,2,1,3,17,3,3,3,14
385,1,20,29,2,5,7,3,3,1,4,9
386,1,20,29,8,4,6,19,3,2,5,16
387,1,5,22,9,11,8,22,3,2,3,22
388,1,1,29,2,22,19,15,3,5,5,21
389,1,20,19,1,1,3,22,4,1,2,17
390,1,20,22,2,15,5,6,3,2,4,15
391,1,9,29,3,2,7,19,4,2,2,11
392,1,20,21,2,1,4,22,3,2,7,23
393,1,20,2,1,2,5,7,5,2,1,14
394,1,9,6,2,4,5,22,3,2,3,14
395,1,7,13,2,1,3,17,3,3,3,14
396,1,0,15,6,1,14,6,3,2,3,20
397,1,0,15,6,1,14,6,3,2,3,21
398,1,0,15,6,1,14,6,4,2,2,20
399,1,0,15,6,1,14,6,5,2,1,16
400,1,11,15,2,1,3,2,3,3,4,22
401,1,20,17,2,6,22,16,4,1,2,22
403,1,20,29,2,4,10,22,2,3,3,9
404,1,20,29,2,1,2,4,3,3,2,11
405,1,2,4,1,17,18,22,4,1,1,12
407,1,20,21,2,4,5,8,3,2,5,20
408,1,20,7,3,1,2,5,3,2,1,16
411,1,20,22,1,1,2,5,3,2,4,15
412,1,9,29,2,4,10,11,3,3,3,8
416,1,20,29,2,1,2,4,5,4,1,22
417,1,20,22,3,1,13,7,3,2,4,7
418,1,7,29,8,2,4,19,5,2,1,16
419,1,6,17,2,2,4,16,3,2,4,12
420,1,14,29,2,2,14,3,5,1,1,10
421,1,0,14,1,4,14,3,3,2,3,9
422,1,0,14,8,4,14,3,4,2,2,10
423,1,0,14,8,4,14,3,3,2,2,11
424,1,20,15,6,2,4,22,3,2,4,14
425,1,20,28,2,4,15,22,3,2,2,7
426,1,20,7,3,1,2,4,4,2,2,6
427,1,1,4,1,4,15,5,3,2,5,22
428,1,20,13,1,2,4,15,3,5,1,18
429,1,20,13,1,4,5,20,4,5,1,22
430,1,2,2,2,14,4,16,5,2,1,19
431,1,20,29,7,2,5,7,5,4,1,23
432,1,0,14,1,1,2,22,4,1,2,14
434,1,20,29,1,1,2,7,4,3,1,3
435,1,20,29,2,2,4,5,3,2,4,17
438,1,17,29,4,1,5,19,4,1,2,8
439,1,17,29,8,2,5,7,4,2,2,6
440,1,1,6,1,8,4,22,3,2,5,22
441,1,20,6,1,22,5,6,5,3,1,18
442,1,2,9,2,2,4,16,5,2,1,14
443,1,0,14,1,4,10,6,3,1,1,16
446,1,20,29,8,1,5,19,3,1,3,9
447,1,20,29,8,1,5,19,3,2,4,10
450,1,20,5,2,2,22,5,5,2,1,19
451,1,20,5,2,2,4,22,5,2,1,21
454,1,20,29,1,4,7,22,3,3,1,6
456,1,20,6,2,4,9,11,3,2,4,12
457,1,20,22,2,2,7,16,3,2,4,23
458,1,20,18,8,4,10,13,4,3,2,6
460,1,20,20,2,1,2,4,4,2,1,15
461,1,20,20,2,1,2,4,4,2,1,13
462,1,20,20,2,1,2,4,5,2,1,19
464,1,7,20,2,2,4,7,5,2,1,19
465,1,20,20,2,2,4,7,5,2,1,16
467,1,0,4,2,1,14,3,3,1,4,23
469,1,20,6,2,4,6,22,3,2,4,15
472,1,17,18,4,5,22,6,3,5,3,9
473,1,0,14,1,1,14,2,3,2,3,9
474,1,20,29,1,5,12,14,4,1,2,20
476,1,2,9,6,15,18,5,3,2,3,16
477,1,1,29,2,7,3,19,3,4,3,19
478,1,20,22,1,1,12,6,3,2,4,14
479,1,18,17,2,2,4,18,3,2,5,20
481,1,20,29,2,2,22,19,3,2,7,18
482,1,1,20,2,1,4,7,3,2,7,14
483,1,3,2,1,1,3,22,3,2,4,16
486,1,20,29,6,1,2,11,3,1,3,23
487,1,20,22,2,4,10,7,3,3,3,10
489,1,2,9,1,4,5,11,3,4,3,17
490,1,20,22,2,4,22,9,3,2,4,17
492,1,12,22,8,1,2,12,5,1,1,12
493,1,12,22,8,1,14,3,5,3,1,13
495,1,11,11,2,2,4,10,3,1,4,10
496,1,5,7,7,2,7,16,5,2,1,9
498,1,20,29,1,1,3,2,4,2,2,6
499,1,20,7,7,2,17,6,5,1,1,6
503,1,20,29,4,2,5,7,4,2,2,3
504,1,20,29,3,1,2,5,5,3,1,9
505,1,20,29,1,13,4,20,3,4,5,16
506,1,20,29,2,5,6,20,3,2,4,17
507,1,2,9,2,4,6,20,3,1,2,13
508,1,1,27,2,2,4,22,3,4,7,12
509,1,20,24,1,4,5,6,3,2,3,11
510,1,20,29,4,4,5,22,3,2,3,5
511,1,20,22,3,2,4,16,3,2,3,6
513,1,20,29,1,2,7,6,5,5,1,23
514,1,2,9,1,5,17,13,4,1,2,11
515,1,5,29,8,1,2,7,5,2,1,5
516,1,1,15,2,4,12,22,3,2,7,21
517,1,20,22,2,4,6,9,3,2,2,20
519,1,6,6,2,4,5,6,3,2,4,16
521,1,20,29,2,2,4,13,3,5,5,13
522,1,5,7,2,2,5,22,5,2,1,18
523,1,20,29,1,2,4,18,5,4,1,23
524,1,0,14,1,4,5,6,3,3,1,13
525,1,4,4,1,2,5,7,3,2,4,12
526,1,20,4,2,5,3,20,4,2,2,15
527,1,1,18,3,1,2,4,3,5,7,16
528,1,1,18,3,1,2,4,5,5,1,19
529,1,20,13,2,14,3,5,3,1,3,15
530,1,3,20,2,22,13,6,3,2,5,19
532,1,3,20,2,5,13,6,3,2,5,21
534,1,20,6,6,2,4,22,3,2,4,20
535,1,20,6,6,2,4,22,3,2,4,22
536,1,5,6,6,2,4,13,5,2,1,16
537,1,20,17,3,1,3,2,4,1,2,3
538,1,20,22,1,4,22,6,3,2,4,11
539,1,20,22,1,1,4,3,4,3,2,19
540,1,20,22,1,1,4,22,4,3,2,19
541,1,4,22,1,1,4,22,4,3,2,16
543,1,20,7,7,1,5,7,5,1,1,21
544,1,20,29,2,1,3,2,5,2,1,11
546,1,20,29,4,5,6,9,2,2,3,5
547,1,17,29,4,6,18,9,4,2,2,6
548,1,20,29,1,1,5,6,5,2,1,13
550,1,20,20,2,1,22,4,3,2,5,15
552,1,20,20,1,1,2,4,3,5,6,21
553,1,6,6,2,4,5,7,3,1,3,14
554,1,15,18,1,2,4,5,2,3,4,11
555,1,20,18,1,4,12,6,2,3,3,7
556,1,20,18,1,5,6,3,2,2,2,6
557,1,15,18,1,4,16,6,2,2,2,10
558,1,10,29,2,4,5,19,3,2,4,23
559,1,20,2,1,5,22,3,2,2,1,7
560,1,6,4,1,1,5,12,4,2,1,17
561,1,14,7,3,2,12,3,3,2,4,12
562,1,20,29,8,2,12,3,4,2,2,7
563,1,6,7,2,4,6,3,3,2,3,10
564,1,20,6,1,4,13,3,4,3,2,8
566,1,0,7,2,1,4,3,4,2,2,14
567,1,0,15,1,1,3,8,3,2,4,18
568,1,20,22,1,2,12,3,3,1,4,14
569,1,4,19,6,14,3,22,3,2,4,21
571,1,12,29,8,1,13,4,4,2,2,6
573,1,1,14,1,1,2,4,3,2,4,16
574,1,0,15,7,7,12,3,3,2,2,4
576,1,8,22,2,4,7,22,3,2,3,7
581,1,0,14,1,2,4,10,4,3,2,6
582,1,20,7,2,4,22,9,2,1,5,21
584,1,8,22,1,2,5,3,3,2,4,19
585,1,20,29,2,11,5,6,5,4,1,23
586,1,20,20,9,8,16,17,3,1,3,17
587,1,15,29,6,4,5,6,3,2,2,18
588,1,20,22,2,10,7,6,4,3,2,5
589,1,3,20,2,1,2,5,3,2,4,22
590,1,2,9,6,4,6,19,3,2,3,9
593,1,1,15,1,5,12,14,3,2,4,18
595,1,5,7,2,8,18,5,3,2,1,11
598,1,2,9,8,1,5,12,3,2,3,13
601,1,6,6,2,4,22,22,4,1,1,16
602,1,20,29,1,2,4,7,4,2,3,8
603,1,20,20,1,1,4,13,3,4,5,12
604,1,0,21,1,22,4,5,3,4,4,14
605,1,1,21,1,4,6,22,3,2,4,10
606,1,0,7,1,2,4,16,3,2,3,14
608,1,5,4,4,2,12,3,5,2,1,7
609,1,20,29,8,5,6,3,4,3,2,14
610,1,0,14,4,4,5,10,3,3,3,7
612,1,20,11,6,4,7,6,3,2,3,8
615,1,20,5,1,4,13,22,3,2,2,9
616,1,1,29,2,5,7,13,3,5,5,10
617,1,20,7,1,2,16,17,5,3,1,19
618,1,20,7,1,2,17,13,3,1,3,10
619,1,20,29,3,2,18,22,4,1,1,4
620,1,1,27,8,5,7,17,3,1,3,13
621,1,0,14,4,1,4,17,3,3,3,12
622,1,17,29,4,5,6,3,4,2,2,8
623,1,1,29,2,2,4,13,3,2,4,11
624,1,20,17,2,1,4,10,2,3,3,6
627,1,18,29,2,4,15,5,3,2,4,23
629,1,0,14,1,4,7,13,4,2,2,14
630,1,0,7,8,3,4,13,3,2,3,11
633,1,17,29,2,2,6,5,3,2,3,16
634,1,9,29,2,11,22,5,3,1,3,15
635,1,0,7,1,1,2,4,3,2,3,9
636,1,20,7,1,2,4,5,3,2,3,11
637,1,14,6,2,4,10,6,1,3,4,9
648,1,20,29,4,4,5,22,2,2,3,6
649,1,9,29,2,4,10,22,3,3,3,11
650,1,4,18,2,1,4,22,4,2,2,15
656,1,15,5,4,6,18,4,3,2,2,16
658,1,4,7,2,22,22,22,3,1,4,22
659,1,5,6,5,4,9,11,2,4,1,13
661,1,20,29,4,22,6,9,4,3,2,7
665,1,20,29,2,2,5,7,4,3,3,14
666,1,20,29,2,2,5,7,4,1,2,16
667,1,0,14,2,4,5,6,3,2,3,9
668,1,20,29,2,4,22,6,3,3,3,5
669,1,13,29,9,4,6,9,3,2,2,6
670,1,20,29,4,5,6,11,3,2,3,11
678,1,0,17,8,2,7,13,3,2,4,14
679,1,20,29,8,2,5,7,4,1,2,9
681,1,12,29,4,13,4,3,3,2,1,2
682,1,8,29,1,7,13,4,3,2,3,8
684,1,0,14,8,7,13,6,2,2,3,8
685,1,20,18,4,5,22,6,3,2,3,7
687,1,20,21,2,3,2,4,3,5,5,12
690,1,20,29,2,1,17,22,3,1,4,14
691,1,20,7,2,1,11,22,3,2,7,18
692,1,17,29,4,22,22,6,4,6,2,4
693,1,9,29,1,1,4,5,3,1,3,6
694,1,20,29,4,4,5,6,3,2,4,10
695,1,20,29,4,4,6,11,4,3,2,4
696,1,1,22,1,3,22,22,3,2,4,17
705,1,20,29,8,2,13,4,2,2,1,2
710,1,14,29,2,4,5,6,2,2,3,16
713,1,20,20,4,5,6,18,5,2,1,15
714,1,20,29,8,4,22,6,3,7,6,16
715,1,14,6,2,4,5,10,4,2,2,8
718,1,14,6,2,4,5,6,2,3,4,8
719,1,20,29,6,5,6,3,4,3,2,15
721,1,20,29,1,4,5,13,3,2,5,22
724,1,20,29,4,22,17,22,3,6,2,3
729,1,20,29,2,4,6,9,3,4,5,14
730,1,20,29,2,5,6,22,4,3,2,2
731,1,20,20,10,2,5,22,5,4,1,22
732,1,20,29,7,1,3,17,5,3,1,14
736,1,20,6,2,22,5,22,4,6,1,5
738,1,1,29,2,1,2,4,3,2,7,16
740,1,3,20,2,22,13,6,3,2,5,19
741,1,20,29,2,4,5,22,4,6,1,12
744,1,20,29,11,4,6,3,3,4,4,9
746,1,20,24,6,4,5,6,4,3,2,7
747,1,20,29,2,5,6,22,4,3,2,11
754,1,10,27,12,2,5,7,3,5,5,14
756,1,20,29,4,6,9,5,3,1,1,6
758,1,20,2,1,1,5,12,5,2,1,13
765,1,20,29,8,2,13,4,2,2,2,2
766,1,20,29,4,4,5,12,3,2,1,6
767,1,20,29,1,1,3,4,4,1,1,6
769,1,20,29,1,3,4,10,4,1,2,7
771,1,9,29,4,5,7,20,3,2,3,10
773,1,0,21,1,10,2,4,4,2,2,6
776,1,13,6,2,11,4,5,3,2,3,9
777,1,9,7,2,1,14,17,4,1,3,23
779,1,18,22,2,2,8,4,5,2,1,22
782,1,20,15,1,22,12,14,3,2,4,9
783,1,20,29,2,4,10,22,3,1,3,8
785,1,20,29,9,4,5,16,4,2,2,14
786,1,20,29,8,4,7,9,1,2,3,4
788,1,13,6,2,10,4,22,4,3,2,2
789,1,15,29,6,5,7,22,3,2,2,12
790,1,9,16,1,3,8,22,3,1,4,22
791,1,20,15,2,1,2,7,5,3,1,6
792,1,15,29,8,2,4,19,4,2,1,17
793,1,20,4,2,8,4,22,4,2,1,22
795,1,10,29,2,22,5,9,3,2,5,20
797,1,20,29,2,4,10,22,2,3,2,10
798,1,0,6,1,5,14,22,3,2,3,17
799,1,20,17,2,4,5,11,3,5,3,8
800,1,20,29,1,4,3,11,3,2,3,11
801,1,0,4,2,1,14,3,3,1,4,23
807,1,20,4,8,1,2,7,4,2,1,16
808,1,20,11,2,1,2,22,4,3,2,9
810,1,20,29,2,4,5,3,2,2,4,7
812,1,0,14,1,2,5,13,3,2,3,11
813,1,7,20,2,1,2,4,3,2,7,23
814,1,20,4,2,4,15,19,4,2,1,18
815,1,20,4,2,1,15,19,5,2,1,16
816,1,13,29,8,4,12,14,3,3,2,4
817,1,0,14,8,4,14,6,3,2,3,7
818,1,20,29,2,4,5,6,3,3,3,6
820,1,20,29,7,14,3,22,3,1,7,24
821,1,20,29,2,1,22,5,4,4,1,18
822,1,20,22,2,1,22,15,4,3,2,16
824,1,17,29,2,4,10,13,3,3,2,5
831,1,5,6,1,4,7,11,3,5,4,14
833,1,20,13,1,1,4,12,3,2,3,7
834,1,1,21,2,1,2,4,4,2,1,12
836,1,6,29,6,4,5,22,3,2,4,7
838,1,20,29,2,5,22,22,3,1,3,6
840,1,8,29,2,4,6,3,3,2,3,9
841,1,14,29,2,4,10,11,2,3,4,6
